Action Num,HandNum,TimeStamp,Small Blind,Big Blind,StartHeroTurn,Game Phase,Hero Chips,Villain Chips,Pot Chips,Hole Cards,Board Cards,Log Line
0,1,"13:10:45,920",10,20,True,PREFLOP,4990,4980,30,"[?s,?h]",,"PREFLOP
"
1,1,"13:11:02,067",10,20,False,PREFLOP,4980,4980,40,"[?s,?h]",,"Guest15166 calls $10.
"
2,1,"13:11:02,119",10,20,True,PREFLOP,4980,4960,60,"[?s,?h]",,"Guest84440 bets $20.
"
3,1,"13:11:05,412",10,20,False,PREFLOP,4960,4960,80,"[?s,?h]",,"Guest15166 calls $20.
"
4,1,"13:11:05,460",10,20,False,FLOP,4960,4960,80,"[?s,?h]","[2h,Ah,Ts]","FLOP [board cards 2h,Ah,Ts]
"
5,1,"13:11:14,677",10,20,True,FLOP,4960,4960,80,"[?s,?h]","[2h,Ah,Ts]","Guest84440 checks.
"
6,1,"13:11:14,860",10,20,False,FLOP,4960,4960,80,"[?s,?h]","[2h,Ah,Ts]","Guest15166 checks.
"
7,1,"13:11:14,860",10,20,False,TURN,4960,4960,80,"[?s,?h]","[2h,Ah,Ts,Ad]","TURN [board cards 2h,Ah,Ts,Ad]
"
8,1,"13:11:22,461",10,20,True,TURN,4960,4960,80,"[?s,?h]","[2h,Ah,Ts,Ad]","Guest84440 checks.
"
9,1,"13:11:22,590",10,20,False,TURN,4960,4960,80,"[?s,?h]","[2h,Ah,Ts,Ad]","Guest15166 checks.
"
10,1,"13:11:22,641",10,20,False,RIVER,4960,4960,80,"[?s,?h]","[2h,Ah,Ts,Ad,Ks]","RIVER [board cards 2h,Ah,Ts,Ad,Ks]
"
11,1,"13:11:30,654",10,20,True,RIVER,4960,4960,80,"[?s,?h]","[2h,Ah,Ts,Ad,Ks]","Guest84440 checks.
"
12,1,"13:11:30,784",10,20,False,RIVER,4960,4960,80,"[?s,?h]","[2h,Ah,Ts,Ad,Ks]","Guest15166 checks.
"
12,1,"13:11:30,784",10,20,False,RIVER,4960,4960,80,"[?s,?h]","[2h,Ah,Ts,Ad,Ks]","Guest84440 shows [ 6h,6d] - Two Pair, Aces and Sixes
"
13,1,"13:11:30,837",10,20,False,RIVER,4960,5040,0,"[?s,?h]","[2h,Ah,Ts,Ad,Ks]","Guest84440 wins $80
"
14,2,"13:11:37,988",10,20,False,PREFLOP,4940,5030,30,"[?s,?h]",,"PREFLOP
"
15,2,"13:11:41,745",10,20,True,PREFLOP,4940,5020,40,"[?s,?h]",,"Guest84440 calls $10.
"
16,2,"13:11:41,887",10,20,False,PREFLOP,4920,5020,60,"[?s,?h]",,"Guest15166 bets $20.
"
17,2,"13:11:45,705",10,20,True,PREFLOP,4920,5000,80,"[?s,?h]",,"Guest84440 calls $20.
"
18,2,"13:11:45,727",10,20,True,FLOP,4920,5000,80,"[?s,?h]","[Qh,9s,4c]","FLOP [board cards Qh,9s,4c]
"
19,2,"13:11:53,273",10,20,False,FLOP,4920,5000,80,"[?s,?h]","[Qh,9s,4c]","Guest15166 folds.
"
20,2,"13:11:53,330",10,20,False,FLOP,4920,5080,0,"[?s,?h]","[Qh,9s,4c]","Guest84440 wins $80
"
21,2,"13:11:57,583",10,20,False,FLOP,4920,5080,0,"[?s,?h]","[Qh,9s,4c]","Guest84440 shows [Ac,Kc]
"
22,3,"13:12:00,414",10,20,True,PREFLOP,4910,5060,30,"[Qh,3c]",,"PREFLOP
"
23,3,"13:12:03,408",10,20,False,PREFLOP,4900,5060,40,"[Qh,3c]",,"Guest15166 calls $10.
"
24,3,"13:12:04,956",10,20,True,PREFLOP,4900,5060,40,"[Qh,3c]",,"Guest84440 checks.
"
25,3,"13:12:04,978",10,20,False,FLOP,4900,5060,40,"[Qh,3c]","[4d,Kc,Ad]","FLOP [board cards 4d,Kc,Ad]
"
26,3,"13:12:10,193",10,20,True,FLOP,4900,5040,60,"[Qh,3c]","[4d,Kc,Ad]","Guest84440 bets $20.
"
27,3,"13:12:13,031",10,20,False,FLOP,4880,5040,80,"[Qh,3c]","[4d,Kc,Ad]","Guest15166 calls $20.
"
28,3,"13:12:14,031",10,20,False,TURN,4880,5040,80,"[Qh,3c]","[4d,Kc,Ad,6h]","TURN [board cards 4d,Kc,Ad,6h]
"
29,3,"13:12:15,950",10,20,True,TURN,4880,5020,100,"[Qh,3c]","[4d,Kc,Ad,6h]","Guest84440 bets $20.
"
30,3,"13:12:17,807",10,20,False,TURN,4860,5020,120,"[Qh,3c]","[4d,Kc,Ad,6h]","Guest15166 calls $20.
"
31,3,"13:12:17,855",10,20,False,RIVER,4860,5020,120,"[Qh,3c]","[4d,Kc,Ad,6h,3s]","RIVER [board cards 4d,Kc,Ad,6h,3s]
"
32,3,"13:12:23,900",10,20,True,RIVER,4860,5000,140,"[Qh,3c]","[4d,Kc,Ad,6h,3s]","Guest84440 bets $20.
"
33,3,"13:12:25,467",10,20,False,RIVER,4820,5000,180,"[Qh,3c]","[4d,Kc,Ad,6h,3s]","Guest15166 bets $40.
"
34,3,"13:12:29,430",10,20,True,RIVER,4820,4980,200,"[Qh,3c]","[4d,Kc,Ad,6h,3s]","Guest84440 calls $20.
"
34,3,"13:12:29,430",10,20,False,RIVER,4820,4980,200,"[Qh,3c]","[4d,Kc,Ad,6h,3s]","Guest15166 shows [ Qh,3c] - One Pair, Threes
"
34,3,"13:12:29,430",10,20,False,RIVER,4820,4980,200,"[Qh,3c]","[4d,Kc,Ad,6h,3s]","Guest84440 shows [ 4s,Ah] - Two Pair, Aces and Fours
"
35,3,"13:12:29,465",10,20,False,RIVER,4820,5180,0,"[Qh,3c]","[4d,Kc,Ad,6h,3s]","Guest84440 wins $200
"
36,4,"13:12:36,559",10,20,False,PREFLOP,4800,5170,30,"[Ad,Th]",,"PREFLOP
"
37,4,"13:12:44,893",10,20,True,PREFLOP,4800,5170,30,"[Ad,Th]",,"Guest84440 folds.
"
38,4,"13:12:44,907",10,20,False,PREFLOP,4830,5170,0,"[Ad,Th]",,"Guest15166 wins $30
"
39,4,"13:12:50,348",10,20,False,PREFLOP,4830,5170,0,"[Ad,Th]",,"Guest15166 shows [Ad,Th]
"
40,5,"13:12:52,026",10,20,True,PREFLOP,4820,5150,30,"[Qc,7h]",,"PREFLOP
"
41,5,"13:12:57,370",10,20,False,PREFLOP,4810,5150,40,"[Qc,7h]",,"Guest15166 calls $10.
"
42,5,"13:12:57,536",10,20,True,PREFLOP,4810,5150,40,"[Qc,7h]",,"Guest84440 checks.
"
43,5,"13:12:57,584",10,20,False,FLOP,4810,5150,40,"[Qc,7h]","[Ts,Tc,4c]","FLOP [board cards Ts,Tc,4c]
"
44,5,"13:13:03,633",10,20,True,FLOP,4810,5150,40,"[Qc,7h]","[Ts,Tc,4c]","Guest84440 checks.
"
45,5,"13:13:05,215",10,20,False,FLOP,4810,5150,40,"[Qc,7h]","[Ts,Tc,4c]","Guest15166 checks.
"
46,5,"13:13:05,266",10,20,False,TURN,4810,5150,40,"[Qc,7h]","[Ts,Tc,4c,9d]","TURN [board cards Ts,Tc,4c,9d]
"
47,5,"13:13:07,625",10,20,True,TURN,4810,5150,40,"[Qc,7h]","[Ts,Tc,4c,9d]","Guest84440 checks.
"
48,5,"13:13:08,286",10,20,False,TURN,4810,5150,40,"[Qc,7h]","[Ts,Tc,4c,9d]","Guest15166 checks.
"
49,5,"13:13:08,337",10,20,False,RIVER,4810,5150,40,"[Qc,7h]","[Ts,Tc,4c,9d,3d]","RIVER [board cards Ts,Tc,4c,9d,3d]
"
50,5,"13:13:11,823",10,20,True,RIVER,4810,5150,40,"[Qc,7h]","[Ts,Tc,4c,9d,3d]","Guest84440 checks.
"
51,5,"13:13:12,716",10,20,False,RIVER,4810,5150,40,"[Qc,7h]","[Ts,Tc,4c,9d,3d]","Guest15166 checks.
"
51,5,"13:13:12,716",10,20,False,RIVER,4810,5150,40,"[Qc,7h]","[Ts,Tc,4c,9d,3d]","Guest84440 shows [ 8s,Qh] - One Pair, Tens
"
52,5,"13:13:12,768",10,20,False,RIVER,4810,5190,0,"[Qc,7h]","[Ts,Tc,4c,9d,3d]","Guest84440 wins $40
"
53,5,"13:13:15,426",10,20,False,RIVER,4810,5190,0,"[Qc,7h]","[Ts,Tc,4c,9d,3d]","Guest15166 shows [ Qc,7h] - One Pair, Tens, fifth card Seven
"
54,6,"13:13:19,836",10,20,False,PREFLOP,4790,5180,30,"[Qs,2c]",,"PREFLOP
"
55,6,"13:13:22,780",10,20,True,PREFLOP,4790,5170,40,"[Qs,2c]",,"Guest84440 calls $10.
"
56,6,"13:13:27,059",10,20,False,PREFLOP,4790,5170,40,"[Qs,2c]",,"Guest15166 checks.
"
57,6,"13:13:27,110",10,20,True,FLOP,4790,5170,40,"[Qs,2c]","[Jd,Ks,9h]","FLOP [board cards Jd,Ks,9h]
"
58,6,"13:13:32,296",10,20,False,FLOP,4790,5170,40,"[Qs,2c]","[Jd,Ks,9h]","Guest15166 checks.
"
59,6,"13:13:32,455",10,20,True,FLOP,4790,5170,40,"[Qs,2c]","[Jd,Ks,9h]","Guest84440 checks.
"
60,6,"13:13:32,506",10,20,True,TURN,4790,5170,40,"[Qs,2c]","[Jd,Ks,9h,Qh]","TURN [board cards Jd,Ks,9h,Qh]
"
61,6,"13:13:35,363",10,20,False,TURN,4770,5170,60,"[Qs,2c]","[Jd,Ks,9h,Qh]","Guest15166 bets $20.
"
62,6,"13:13:39,606",10,20,True,TURN,4770,5150,80,"[Qs,2c]","[Jd,Ks,9h,Qh]","Guest84440 calls $20.
"
63,6,"13:13:39,616",10,20,True,RIVER,4770,5150,80,"[Qs,2c]","[Jd,Ks,9h,Qh,Kc]","RIVER [board cards Jd,Ks,9h,Qh,Kc]
"
64,6,"13:13:43,588",10,20,False,RIVER,4750,5150,100,"[Qs,2c]","[Jd,Ks,9h,Qh,Kc]","Guest15166 bets $20.
"
65,6,"13:13:53,808",10,20,True,RIVER,4750,5150,100,"[Qs,2c]","[Jd,Ks,9h,Qh,Kc]","Guest84440 folds.
"
66,6,"13:13:53,820",10,20,False,RIVER,4850,5150,0,"[Qs,2c]","[Jd,Ks,9h,Qh,Kc]","Guest15166 wins $100
"
67,6,"13:13:56,175",10,20,False,RIVER,4850,5150,0,"[Qs,2c]","[Jd,Ks,9h,Qh,Kc]","Guest15166 shows [Qs,2c]
"
68,7,"13:14:00,830",10,20,True,PREFLOP,4840,5130,30,"[5c,6c]",,"PREFLOP
"
69,7,"13:14:04,368",10,20,False,PREFLOP,4830,5130,40,"[5c,6c]",,"Guest15166 calls $10.
"
70,7,"13:14:07,427",10,20,True,PREFLOP,4830,5130,40,"[5c,6c]",,"Guest84440 checks.
"
71,7,"13:14:07,600",10,20,False,FLOP,4830,5130,40,"[5c,6c]","[Kd,9s,8c]","FLOP [board cards Kd,9s,8c]
"
72,7,"13:14:12,534",10,20,True,FLOP,4830,5130,40,"[5c,6c]","[Kd,9s,8c]","Guest84440 checks.
"
73,7,"13:14:13,374",10,20,False,FLOP,4830,5130,40,"[5c,6c]","[Kd,9s,8c]","Guest15166 checks.
"
74,7,"13:14:13,424",10,20,False,TURN,4830,5130,40,"[5c,6c]","[Kd,9s,8c,3d]","TURN [board cards Kd,9s,8c,3d]
"
75,7,"13:14:17,155",10,20,True,TURN,4830,5130,40,"[5c,6c]","[Kd,9s,8c,3d]","Guest84440 checks.
"
76,7,"13:14:17,285",10,20,False,TURN,4830,5130,40,"[5c,6c]","[Kd,9s,8c,3d]","Guest15166 checks.
"
77,7,"13:14:17,344",10,20,False,RIVER,4830,5130,40,"[5c,6c]","[Kd,9s,8c,3d,Qs]","RIVER [board cards Kd,9s,8c,3d,Qs]
"
78,7,"13:14:20,023",10,20,True,RIVER,4830,5130,40,"[5c,6c]","[Kd,9s,8c,3d,Qs]","Guest84440 checks.
"
79,7,"13:14:20,127",10,20,False,RIVER,4830,5130,40,"[5c,6c]","[Kd,9s,8c,3d,Qs]","Guest15166 checks.
"
79,7,"13:14:20,127",10,20,False,RIVER,4830,5130,40,"[5c,6c]","[Kd,9s,8c,3d,Qs]","Guest84440 shows [ 4c,7h] - High Card, King
"
80,7,"13:14:20,179",10,20,False,RIVER,4830,5170,0,"[5c,6c]","[Kd,9s,8c,3d,Qs]","Guest84440 wins $40
"
81,7,"13:14:22,713",10,20,False,RIVER,4830,5170,0,"[5c,6c]","[Kd,9s,8c,3d,Qs]","Guest15166 shows [ 5c,6c] - High Card, King, fifth card Six
"
82,8,"13:14:27,258",10,20,False,PREFLOP,4810,5160,30,"[?s,?h]",,"PREFLOP
"
83,8,"13:14:30,160",10,20,True,PREFLOP,4810,5150,40,"[?s,?h]",,"Guest84440 calls $10.
"
84,8,"13:14:31,934",10,20,False,PREFLOP,4810,5150,40,"[?s,?h]",,"Guest15166 checks.
"
85,8,"13:14:31,983",10,20,True,FLOP,4810,5150,40,"[?s,?h]","[4d,Kc,7s]","FLOP [board cards 4d,Kc,7s]
"
86,8,"13:14:38,574",10,20,False,FLOP,4810,5150,40,"[?s,?h]","[4d,Kc,7s]","Guest15166 checks.
"
87,8,"13:14:38,967",10,20,True,FLOP,4810,5130,60,"[?s,?h]","[4d,Kc,7s]","Guest84440 bets $20.
"
88,8,"13:14:40,358",10,20,False,FLOP,4810,5130,60,"[?s,?h]","[4d,Kc,7s]","Guest15166 folds.
"
89,8,"13:14:40,423",10,20,False,FLOP,4810,5190,0,"[?s,?h]","[4d,Kc,7s]","Guest84440 wins $60
"
90,8,"13:14:42,548",10,20,False,FLOP,4810,5190,0,"[?s,?h]","[4d,Kc,7s]","Guest84440 shows [Ac,7d]
"
91,9,"13:14:47,531",20,40,True,PREFLOP,4790,5150,60,"[6d,5c]",,"PREFLOP
"
92,9,"13:14:53,482",20,40,False,PREFLOP,4770,5150,80,"[6d,5c]",,"Guest15166 calls $20.
"
93,9,"13:14:53,647",20,40,True,PREFLOP,4770,5110,120,"[6d,5c]",,"Guest84440 bets $40.
"
94,9,"13:15:00,578",20,40,False,PREFLOP,4730,5110,160,"[6d,5c]",,"Guest15166 calls $40.
"
95,9,"13:15:00,628",20,40,False,FLOP,4730,5110,160,"[6d,5c]","[6c,7s,8d]","FLOP [board cards 6c,7s,8d]
"
96,9,"13:15:09,072",20,40,True,FLOP,4730,5070,200,"[6d,5c]","[6c,7s,8d]","Guest84440 bets $40.
"
97,9,"13:15:13,361",20,40,False,FLOP,4650,5070,280,"[6d,5c]","[6c,7s,8d]","Guest15166 bets $80.
"
98,9,"13:15:16,409",20,40,True,FLOP,4650,5030,320,"[6d,5c]","[6c,7s,8d]","Guest84440 calls $40.
"
99,9,"13:15:16,459",20,40,False,TURN,4650,5030,320,"[6d,5c]","[6c,7s,8d,Jc]","TURN [board cards 6c,7s,8d,Jc]
"
100,9,"13:15:21,463",20,40,True,TURN,4650,5030,320,"[6d,5c]","[6c,7s,8d,Jc]","Guest84440 checks.
"
101,9,"13:15:21,574",20,40,False,TURN,4650,5030,320,"[6d,5c]","[6c,7s,8d,Jc]","Guest15166 checks.
"
102,9,"13:15:21,624",20,40,False,RIVER,4650,5030,320,"[6d,5c]","[6c,7s,8d,Jc,5d]","RIVER [board cards 6c,7s,8d,Jc,5d]
"
103,9,"13:15:23,859",20,40,True,RIVER,4650,5030,320,"[6d,5c]","[6c,7s,8d,Jc,5d]","Guest84440 checks.
"
104,9,"13:15:24,811",20,40,False,RIVER,4610,5030,360,"[6d,5c]","[6c,7s,8d,Jc,5d]","Guest15166 bets $40.
"
105,9,"13:15:28,219",20,40,True,RIVER,4610,4990,400,"[6d,5c]","[6c,7s,8d,Jc,5d]","Guest84440 calls $40.
"
105,9,"13:15:28,219",20,40,False,RIVER,4610,4990,400,"[6d,5c]","[6c,7s,8d,Jc,5d]","Guest15166 shows [ 6d,5c] - Two Pair, Sixes and Fives
"
105,9,"13:15:28,219",20,40,False,RIVER,4610,4990,400,"[6d,5c]","[6c,7s,8d,Jc,5d]","Guest84440 shows [ 4s,8s] - Straight, Eight high
"
106,9,"13:15:28,255",20,40,False,RIVER,4610,5390,0,"[6d,5c]","[6c,7s,8d,Jc,5d]","Guest84440 wins $400
"
107,10,"13:15:35,346",20,40,False,PREFLOP,4570,5370,60,"[6d,Jh]",,"PREFLOP
"
108,10,"13:15:38,255",20,40,True,PREFLOP,4570,5310,120,"[6d,Jh]",,"Guest84440 bets $60.
"
109,10,"13:15:41,680",20,40,False,PREFLOP,4530,5310,160,"[6d,Jh]",,"Guest15166 calls $40.
"
110,10,"13:15:41,730",20,40,True,FLOP,4530,5310,160,"[6d,Jh]","[6c,9s,4d]","FLOP [board cards 6c,9s,4d]
"
111,10,"13:15:48,352",20,40,False,FLOP,4480,5310,210,"[6d,Jh]","[6c,9s,4d]","Guest15166 bets $50.
"
112,10,"13:15:51,875",20,40,True,FLOP,4480,5260,260,"[6d,Jh]","[6c,9s,4d]","Guest84440 calls $50.
"
113,10,"13:15:51,887",20,40,True,TURN,4480,5260,260,"[6d,Jh]","[6c,9s,4d,5h]","TURN [board cards 6c,9s,4d,5h]
"
114,10,"13:15:56,586",20,40,False,TURN,4480,5260,260,"[6d,Jh]","[6c,9s,4d,5h]","Guest15166 checks.
"
115,10,"13:15:56,763",20,40,True,TURN,4480,5260,260,"[6d,Jh]","[6c,9s,4d,5h]","Guest84440 checks.
"
116,10,"13:15:56,812",20,40,True,RIVER,4480,5260,260,"[6d,Jh]","[6c,9s,4d,5h,2s]","RIVER [board cards 6c,9s,4d,5h,2s]
"
117,10,"13:16:01,300",20,40,False,RIVER,4480,5260,260,"[6d,Jh]","[6c,9s,4d,5h,2s]","Guest15166 checks.
"
118,10,"13:16:01,459",20,40,True,RIVER,4480,5260,260,"[6d,Jh]","[6c,9s,4d,5h,2s]","Guest84440 checks.
"
118,10,"13:16:01,459",20,40,False,RIVER,4480,5260,260,"[6d,Jh]","[6c,9s,4d,5h,2s]","Guest15166 shows [ 6d,Jh] - One Pair, Sixes
"
118,10,"13:16:01,459",20,40,False,RIVER,4480,5260,260,"[6d,Jh]","[6c,9s,4d,5h,2s]","Guest84440 shows [ 7s,7h] - One Pair, Sevens
"
119,10,"13:16:01,510",20,40,False,RIVER,4480,5520,0,"[6d,Jh]","[6c,9s,4d,5h,2s]","Guest84440 wins $260
"
120,11,"13:16:08,635",20,40,True,PREFLOP,4460,5480,60,"[7c,Qd]",,"PREFLOP
"
121,11,"13:16:11,308",20,40,False,PREFLOP,4440,5480,80,"[7c,Qd]",,"Guest15166 calls $20.
"
122,11,"13:16:11,485",20,40,True,PREFLOP,4440,5440,120,"[7c,Qd]",,"Guest84440 bets $40.
"
123,11,"13:16:14,369",20,40,False,PREFLOP,4400,5440,160,"[7c,Qd]",,"Guest15166 calls $40.
"
124,11,"13:16:14,428",20,40,False,FLOP,4400,5440,160,"[7c,Qd]","[4h,4c,5h]","FLOP [board cards 4h,4c,5h]
"
125,11,"13:16:19,527",20,40,True,FLOP,4400,5440,160,"[7c,Qd]","[4h,4c,5h]","Guest84440 checks.
"
126,11,"13:16:19,889",20,40,False,FLOP,4400,5440,160,"[7c,Qd]","[4h,4c,5h]","Guest15166 checks.
"
127,11,"13:16:19,905",20,40,False,TURN,4400,5440,160,"[7c,Qd]","[4h,4c,5h,Jh]","TURN [board cards 4h,4c,5h,Jh]
"
128,11,"13:16:22,799",20,40,True,TURN,4400,5440,160,"[7c,Qd]","[4h,4c,5h,Jh]","Guest84440 checks.
"
129,11,"13:16:22,916",20,40,False,TURN,4400,5440,160,"[7c,Qd]","[4h,4c,5h,Jh]","Guest15166 checks.
"
130,11,"13:16:22,967",20,40,False,RIVER,4400,5440,160,"[7c,Qd]","[4h,4c,5h,Jh,8h]","RIVER [board cards 4h,4c,5h,Jh,8h]
"
131,11,"13:16:25,259",20,40,True,RIVER,4400,5440,160,"[7c,Qd]","[4h,4c,5h,Jh,8h]","Guest84440 checks.
"
132,11,"13:16:25,796",20,40,False,RIVER,4400,5440,160,"[7c,Qd]","[4h,4c,5h,Jh,8h]","Guest15166 checks.
"
132,11,"13:16:25,796",20,40,False,RIVER,4400,5440,160,"[7c,Qd]","[4h,4c,5h,Jh,8h]","Guest84440 shows [ Kc,9c] - One Pair, Fours
"
133,11,"13:16:25,847",20,40,False,RIVER,4400,5600,0,"[7c,Qd]","[4h,4c,5h,Jh,8h]","Guest84440 wins $160
"
134,11,"13:16:27,930",20,40,False,RIVER,4400,5600,0,"[7c,Qd]","[4h,4c,5h,Jh,8h]","Guest15166 shows [ 7c,Qd] - One Pair, Fours, third card Queen
"
135,12,"13:16:33,003",20,40,False,PREFLOP,4360,5580,60,"[Qd,Td]",,"PREFLOP
"
136,12,"13:16:38,057",20,40,True,PREFLOP,4360,5560,80,"[Qd,Td]",,"Guest84440 calls $20.
"
137,12,"13:16:38,183",20,40,False,PREFLOP,4360,5560,80,"[Qd,Td]",,"Guest15166 checks.
"
138,12,"13:16:38,234",20,40,True,FLOP,4360,5560,80,"[Qd,Td]","[Ks,2d,As]","FLOP [board cards Ks,2d,As]
"
139,12,"13:16:54,507",20,40,False,FLOP,4360,5560,80,"[Qd,Td]","[Ks,2d,As]","Guest15166 checks.
"
140,12,"13:16:54,664",20,40,True,FLOP,4360,5560,80,"[Qd,Td]","[Ks,2d,As]","Guest84440 checks.
"
141,12,"13:16:54,714",20,40,True,TURN,4360,5560,80,"[Qd,Td]","[Ks,2d,As,9d]","TURN [board cards Ks,2d,As,9d]
"
142,12,"13:16:57,602",20,40,False,TURN,4320,5560,120,"[Qd,Td]","[Ks,2d,As,9d]","Guest15166 bets $40.
"
143,12,"13:16:58,013",20,40,True,TURN,4320,5480,200,"[Qd,Td]","[Ks,2d,As,9d]","Guest84440 bets $80.
"
144,12,"13:16:59,804",20,40,False,TURN,4280,5480,240,"[Qd,Td]","[Ks,2d,As,9d]","Guest15166 calls $40.
"
145,12,"13:16:59,856",20,40,True,RIVER,4280,5480,240,"[Qd,Td]","[Ks,2d,As,9d,6s]","RIVER [board cards Ks,2d,As,9d,6s]
"
146,12,"13:17:04,194",20,40,False,RIVER,4280,5480,240,"[Qd,Td]","[Ks,2d,As,9d,6s]","Guest15166 checks.
"
147,12,"13:17:04,357",20,40,True,RIVER,4280,5440,280,"[Qd,Td]","[Ks,2d,As,9d,6s]","Guest84440 bets $40.
"
148,12,"13:17:06,213",20,40,False,RIVER,4240,5440,320,"[Qd,Td]","[Ks,2d,As,9d,6s]","Guest15166 calls $40.
"
148,12,"13:17:06,213",20,40,False,RIVER,4240,5440,320,"[Qd,Td]","[Ks,2d,As,9d,6s]","Guest84440 shows [ 4c,9h] - One Pair, Nines
"
149,12,"13:17:06,262",20,40,False,RIVER,4240,5760,0,"[Qd,Td]","[Ks,2d,As,9d,6s]","Guest84440 wins $320
"
150,12,"13:17:08,611",20,40,False,RIVER,4240,5760,0,"[Qd,Td]","[Ks,2d,As,9d,6s]","Guest15166 shows [ Qd,Td] - High Card, Ace
"
151,13,"13:17:13,341",20,40,True,PREFLOP,4220,5720,60,"[Ad,Kd]",,"PREFLOP
"
152,13,"13:17:15,128",20,40,False,PREFLOP,4200,5720,80,"[Ad,Kd]",,"Guest15166 calls $20.
"
153,13,"13:17:17,891",20,40,True,PREFLOP,4200,5720,80,"[Ad,Kd]",,"Guest84440 checks.
"
154,13,"13:17:17,914",20,40,False,FLOP,4200,5720,80,"[Ad,Kd]","[5d,8c,9h]","FLOP [board cards 5d,8c,9h]
"
155,13,"13:17:23,079",20,40,True,FLOP,4200,5680,120,"[Ad,Kd]","[5d,8c,9h]","Guest84440 bets $40.
"
156,13,"13:17:23,224",20,40,False,FLOP,4120,5680,200,"[Ad,Kd]","[5d,8c,9h]","Guest15166 bets $80.
"
157,13,"13:17:29,974",20,40,True,FLOP,4120,5640,240,"[Ad,Kd]","[5d,8c,9h]","Guest84440 calls $40.
"
158,13,"13:17:29,986",20,40,False,TURN,4120,5640,240,"[Ad,Kd]","[5d,8c,9h,3h]","TURN [board cards 5d,8c,9h,3h]
"
159,13,"13:17:32,085",20,40,True,TURN,4120,5640,240,"[Ad,Kd]","[5d,8c,9h,3h]","Guest84440 checks.
"
160,13,"13:17:34,070",20,40,False,TURN,4120,5640,240,"[Ad,Kd]","[5d,8c,9h,3h]","Guest15166 checks.
"
161,13,"13:17:34,121",20,40,False,RIVER,4120,5640,240,"[Ad,Kd]","[5d,8c,9h,3h,4s]","RIVER [board cards 5d,8c,9h,3h,4s]
"
162,13,"13:17:36,261",20,40,True,RIVER,4120,5640,240,"[Ad,Kd]","[5d,8c,9h,3h,4s]","Guest84440 checks.
"
163,13,"13:17:36,880",20,40,False,RIVER,4120,5640,240,"[Ad,Kd]","[5d,8c,9h,3h,4s]","Guest15166 checks.
"
163,13,"13:17:36,880",20,40,False,RIVER,4120,5640,240,"[Ad,Kd]","[5d,8c,9h,3h,4s]","Guest15166 shows [ Ad,Kd] - High Card, Ace
"
163,13,"13:17:36,880",20,40,False,RIVER,4120,5640,240,"[Ad,Kd]","[5d,8c,9h,3h,4s]","Guest84440 shows [ 5s,Qh] - One Pair, Fives
"
164,13,"13:17:36,942",20,40,False,RIVER,4120,5880,0,"[Ad,Kd]","[5d,8c,9h,3h,4s]","Guest84440 wins $240
"
165,14,"13:17:44,001",20,40,False,PREFLOP,4080,5860,60,"[?s,?h]",,"PREFLOP
"
166,14,"13:17:47,075",20,40,True,PREFLOP,4080,5800,120,"[?s,?h]",,"Guest84440 bets $60.
"
167,14,"13:17:51,113",20,40,False,PREFLOP,4040,5800,160,"[?s,?h]",,"Guest15166 calls $40.
"
168,14,"13:17:51,162",20,40,True,FLOP,4040,5800,160,"[?s,?h]","[Kc,Td,5c]","FLOP [board cards Kc,Td,5c]
"
169,14,"13:17:56,305",20,40,False,FLOP,4040,5800,160,"[?s,?h]","[Kc,Td,5c]","Guest15166 folds.
"
170,14,"13:17:56,367",20,40,False,FLOP,4040,5960,0,"[?s,?h]","[Kc,Td,5c]","Guest84440 wins $160
"
171,15,"13:18:03,520",20,40,True,PREFLOP,4020,5920,60,"[Qd,8d]",,"PREFLOP
"
172,15,"13:18:06,176",20,40,False,PREFLOP,4000,5920,80,"[Qd,8d]",,"Guest15166 calls $20.
"
173,15,"13:18:06,632",20,40,True,PREFLOP,4000,5880,120,"[Qd,8d]",,"Guest84440 bets $40.
"
174,15,"13:18:07,739",20,40,False,PREFLOP,3920,5880,200,"[Qd,8d]",,"Guest15166 bets $80.
"
175,15,"13:18:09,091",20,40,True,PREFLOP,3920,5840,240,"[Qd,8d]",,"Guest84440 calls $40.
"
176,15,"13:18:09,103",20,40,False,FLOP,3920,5840,240,"[Qd,8d]","[5s,7s,7d]","FLOP [board cards 5s,7s,7d]
"
177,15,"13:18:14,247",20,40,True,FLOP,3920,5800,280,"[Qd,8d]","[5s,7s,7d]","Guest84440 bets $40.
"
178,15,"13:18:16,865",20,40,False,FLOP,3840,5800,360,"[Qd,8d]","[5s,7s,7d]","Guest15166 bets $80.
"
179,15,"13:18:18,000",20,40,True,FLOP,3840,5720,440,"[Qd,8d]","[5s,7s,7d]","Guest84440 bets $80.
"
180,15,"13:18:19,434",20,40,False,FLOP,3800,5720,480,"[Qd,8d]","[5s,7s,7d]","Guest15166 calls $40.
"
181,15,"13:18:19,484",20,40,False,TURN,3800,5720,480,"[Qd,8d]","[5s,7s,7d,Ad]","TURN [board cards 5s,7s,7d,Ad]
"
182,15,"13:18:21,630",20,40,True,TURN,3800,5720,480,"[Qd,8d]","[5s,7s,7d,Ad]","Guest84440 checks.
"
183,15,"13:18:23,203",20,40,False,TURN,3800,5720,480,"[Qd,8d]","[5s,7s,7d,Ad]","Guest15166 checks.
"
